"No","year","month","day","hour","PM2.5","PM10","SO2","NO2","O3","TEMP","PRES","DEWP","RAIN","wd","WSPM","target"
33117,2016,12,9,20,53,69,11,80,2,1,1025.5,-10.5,0,"WSW",1.2,1400
11151,2014,6,8,14,56,100,25,43,195,20.4,998.2,12.9,3.5,"NNE",5.5,1000
29286,2016,7,3,5,86,94,2,47,22,22.6,1002.8,18.6,0,"N",1.6,900
14014,2014,10,5,21,25,25,5,98,2,9.1,1021.1,7.2,0,"N",0,700
2585,2013,6,16,16,144,165,6,36,57,21.2,993.5,21.2,0,"N",1,900
27125,2016,4,4,4,56,76,10,49,41,9.8,1010.5,0.1,0,"SW",0.7,400
16996,2015,2,7,3,13,13,18,14,62,3,1018,-14.2,0,"NNE",4.9,300
16417,2015,1,14,0,150,150,26,64,4,-5.6,1022,-8.8,0,"W",0.8,2100
19738,2015,6,1,9,70,113,7,31,82,28.9,991.7,13.9,0,"S",1.1,600
16448,2015,1,15,7,242,242,47,113,4,-7.4,1025.1,-9.8,0,"NE",0.9,4700
2920,2013,6,30,15,181,310,7,58,2,26.4,993.8,26.1,0,"ESE",0.6,2600
7237,2013,12,27,12,21,27,26,30,30,1.1,1022.7,-17.8,0,"SSE",1,700
10150,2014,4,27,21,65,116,5,37,87,18.9,1011.6,7,0,"ESE",1.7,600
30050,2016,8,4,1,73,136,2,61,54,28.2,1002.4,24.4,0,"S",1.3,1000
8465,2014,2,16,16,233,218,80,136,44,5,1023.3,-8.9,0,"S",1.3,2300
5998,2013,11,5,21,261,353,14,142,4.9266,5.3,1014.9,4.3,0,"N",0,3600
28166,2016,5,17,13,89,89,15,72,180,31.1,1002.7,9.9,0,"SSW",2.3,800
10433,2014,5,9,16,75,130,32,65,68,20.1,1009,2.4,0,"SE",3.1,1600
33269,2016,12,16,4,230,290,47,85,2,-4.2,1026.8,-13.3,0,"NE",0.8,2700
32335,2016,11,7,6,62,62,2,38,2,4.9,1018.2,1.9,0,"NW",1.3,1100
13967,2014,10,3,22,146,175,7,82,2,15.3,1013.6,14,0.5,"SSE",1.5,3200
17841,2015,3,14,8,62,92,25,96,2,2,1018.5,-5,0,"NE",1.3,1400
14880,2014,11,10,23,105,136,6,82,3,4.7,1009,-1.1,0,"NNW",0.5,2300
7102,2013,12,21,21,200,242,93,128,9,-4.3,1029.8,-13.2,0,"N",0.5,2700
15865,2014,12,22,0,76,142,42,81,9,-4.5,1020,-15.8,0,"NNE",1,2800
6282,2013,11,17,17,6,30,2,14,51.1938,7.2,1021.3,-14.9,0,"N",1.9,200
33066,2016,12,7,17,196,266,22,114,4,6.5,1019.1,-4.3,0,"WSW",2.3,2800
20412,2015,6,29,11,188,188,7,20,94,26.4,995,20.5,0,"ENE",1.5,1200
20522,2015,7,4,1,22,63,9,45,61,22.7,1002.3,10.5,0,"SW",0.9,600
1879,2013,5,18,6,185,199,32,98,6,19.8,1004.5,14.4,0,"SW",1.5,2399
33505,2016,12,26,0,165,191,53,98,2,0.7,1025.3,-5.5,0,"NW",0.6,2500
30667,2016,8,29,18,14,26,2,32,114,29.2,1006.7,8.8,0,"SSE",1,500
9099,2014,3,15,2,64,170,45,82,2,4.3,1005.4,-5.8,0,"ENE",1,1400
28754,2016,6,11,1,9,18,2,16,59,23.2,1002.4,7.7,0,"NW",2.7,300
7299,2013,12,30,2,82,90,30,102,1,4.2,1012.9,-20.2,0,"WNW",2.4,3100
13429,2014,9,11,12,72,132,10,39,64,25.7,1010.3,16.3,0,"NE",2,1600
5265,2013,10,6,8,230,207,10,83,1,15.5,1019,15,0,"NE",1.1,2200
14076,2014,10,8,11,246,246,17,34,80,18.5,1010.5,10.1,0,"E",0.9,1400
13292,2014,9,5,19,78,107,7,41,163,25.9,1004.4,21.3,0,"S",1,800
28256,2016,5,21,7,58,95,9,25,62,17.5,1010.6,11.1,0,"NNE",0.4,600
29062,2016,6,23,21,27,27,2,11,83,20.8,995.1,18.2,0,"NNW",1.1,500
26125,2016,2,22,12,91,91,19,33,58,6.7,1023.3,-15.4,0,"WNW",4,1100
125,2013,3,6,4,146,158,59,94,61,3.7,1009.9,-5.8,0,"N",2.1,2000
16456,2015,1,15,15,257,257,49,83,10,1,1017,-7.5,0,"ESE",1.2,2600
13798,2014,9,26,21,171,171,4,108,2,16.6,1006.7,16.6,0,"NNE",0.7,1800
7354,2014,1,1,9,47,116,24,86,4,8.3,1011,-13.4,0,"WNW",4,1700
13649,2014,9,20,16,108,108,13,33,205,26.6,1004.3,14,0,"SSW",1.4,1000
11379,2014,6,18,2,73,73,2,41,48,18.5,998.1,18.5,0,"N",0.2,900
27916,2016,5,7,3,9,52,2,20,67,14.7,1009.9,-5.2,0,"NNW",0.8,400
21395,2015,8,9,10,40,52,3,46,105,28.6,1007.6,19,0,"NNE",1,700
14202,2014,10,13,17,11,22,3,22,54,14.1,1018.9,-6.2,0,"SSW",1.4,300
2553,2013,6,15,8,93,160,3,38,36,23.7,1005.6,16.2,0,"SSE",2.1,1700
21088,2015,7,27,15,105,122,2,16,202,33,998.2,24.5,0,"S",2.4,1100
22300,2015,9,16,3,151,151,2,27,16,16.3,1015.1,14.3,0,"N",1,1000
23033,2015,10,16,16,193,220,27,40,256,22.7,1006.9,11.7,0,"E",1.4,2000
15537,2014,12,8,8,16,29,12,73,7,-5,1029,-16,0,"NNE",1.8,700
7856,2014,1,22,7,75,82,66,67,1,-6.3,1019.6,-14.8,0,"NE",0.8,1600
20600,2015,7,7,7,64,67,7,19,27,21.8,1001.7,17.4,0,"WNW",0.6,800
15161,2014,11,22,16,28,45,10,61,17,11.1,1032,-9.3,0,"SW",1.2,600
9706,2014,4,9,9,183,245,30,118,16,21.2,1005.6,9.7,0,"W",1.9,1600
30274,2016,8,13,9,26,69,2,49,14,26.9,999,22.5,0,"ENE",1,600
32558,2016,11,16,13,89,128,35,84,19,11.5,1013.9,-4.2,0,"NE",1.1,2000
13582,2014,9,17,21,74,118,2,64,44,16.7,1012.3,11.6,0,"N",1.5,900
18709,2015,4,19,12,65,88,2,16,95,19.4,1011.4,-10.8,0,"NE",3.4,200
21372,2015,8,8,11,26,26,2,25,81,27.3,1008.5,19.1,0,"E",1,600
25795,2016,2,8,18,6,24,8,23,74,9.2,1012,-15.4,0,"NNE",1.7,400
12510,2014,8,4,5,60,60,2,44,24,26.1,994.3,25.6,0,"N",0,700
12058,2014,7,16,9,128,176,2,51,51,27.2,998.3,21,0,"ENE",1.8,900
18792,2015,4,22,23,36,128,13,33,100,20.5,1009.3,3.2,0,"SW",2.3,500
30962,2016,9,11,1,79,79,3,62,11,23.7,1007,20.2,0,"SE",2.7,1200
3789,2013,8,5,20,39,40,3,19,147,28.1,989.5,21.9,0,"S",1.7,600
7115,2013,12,22,10,33,52,36,61,1,-0.2,1026.7,-14.6,0,"NE",1.7,1200
21934,2015,8,31,21,31,51,2,40,45,20.8,1005.7,18.2,0,"NNE",1.2,800
26955,2016,3,28,2,68,127,30,61,15,13,1009.3,-7.1,0,"W",1.4,600
2573,2013,6,16,4,128,135,24,105,43,23.1,998,17.1,0,"ENE",0.6,1000
23911,2015,11,22,6,67,67,19,48,4,-0.3,1030.9,-3.2,0,"ESE",1.1,1700
25018,2016,1,7,9,8,15,8,32,32,-5.2,1030.2,-18.3,0,"NNW",3.8,600
12252,2014,7,24,11,38,98,7,42,40,27,998.2,20.1,0,"W",2,1100
1319,2013,4,24,22,13,42,3,30,66,14.4,1009.4,-4.9,0,"NNW",2.7,300
22308,2015,9,16,11,177,203,12,91,74,22.9,1015.3,15.5,0,"NNE",0.6,1600
13854,2014,9,29,5,74,79,2,35,2,15,1011.1,13.5,0,"NNE",0.7,1100
8580,2014,2,21,11,185,198,95,103,11,1.6,1024.3,-3.9,0,"NE",1.5,2400
30897,2016,9,8,8,18,133,4,19,50,20.6,998.6,14,0,"S",1.3,700
19907,2015,6,8,10,13,13,8,23,81,25.3,1001.6,7.9,0,"NW",2.8,400
33351,2016,12,19,14,68,82,12,37,45,8.9,1013.9,-7.3,0,"S",1.5,1000
32960,2016,12,3,7,66,76,2,51,2,-3.2,1014.2,-6,0,"NW",0.9,1500
11747,2014,7,3,10,212,174,3,22,47,26.5,992.9,21.9,0,"NW",1.3,1300
1086,2013,4,15,5,102,132,17,95,3,6.3,997.2,0,0,"N",0.2,1300
25349,2016,1,21,4,117,117,23,70,7,-6.8,1029.3,-9.2,0,"ENE",1.1,3400
28529,2016,6,1,16,28,45,3,14,144,29.9,1001.3,6.5,0,"SW",2.4,400
6559,2013,11,29,6,8,22,20,34,30,3.9,1013.2,-13.4,0,"NNE",2,500
7546,2014,1,9,9,10,16,3,32,51,-2.3,1026.2,-25.5,0,"W",3.2,700
31675,2016,10,10,18,98,144,3,118,19,15.1,1006.3,7.9,0,"NNE",0.8,1400
30394,2016,8,18,9,52,52,2,4,79,22.4,993.1,21.7,3.1,"N",0.9,1100
13643,2014,9,20,10,125,125,11,53,48,24,1004.9,16.8,0,"NE",1.1,900
719,2013,3,30,22,90,91,15,30,75,5.6,1014.4,0.6,0,"ESE",2.4,600
28090,2016,5,14,9,32,42,2,38,76,13,1014,9.8,0.7,"SW",2,600
29476,2016,7,11,3,86,97,12,32,53,29.1,996.9,21.3,0,"SSW",2.2,700
34734,2017,2,15,5,256,256,42,95,2,-2.7,1020.9,-6.2,0,"NE",0.1,3000
9131,2014,3,16,10,64,115,73,59,45,13.6,1013.9,-8.4,0,"ESE",1.7,2100
22345,2015,9,18,0,177,177,2,80,9,21.1,1013,18.1,0,"NNE",0.9,1200
5097,2013,9,29,8,223,177,12,87,17,17.9,1014.4,14.8,0,"NNW",1,1500
656,2013,3,28,7,6,16,3,23,62,6.4,1016.4,-16.9,0,"NNE",1.7,400
24150,2015,12,2,5,23,23,2,7,44,-1.6,1011.1,-10.7,0,"NW",2.6,400
11166,2014,6,9,5,27,55,2,80,2,18.1,997.9,14,0,"NW",1.2,600
29644,2016,7,18,3,100,135,3,80,28,22.1,999.8,20,0,"S",0.6,1100
4874,2013,9,20,1,121,168,5,68,1,20.4,1008.2,19.9,0,"NNW",0,2000
16516,2015,1,18,3,144,150,61,83,8,-1,1011,-13.9,0,"NNW",0.8,3900
13378,2014,9,9,9,21,45,3,15,52,25.2,1002.2,9.1,0,"SSE",2,300
16662,2015,1,24,5,35,35,33,70,18,1,1021,-12.4,0,"NE",1.5,900
13360,2014,9,8,15,4,5,3,5,101,30.8,998.6,2.9,0,"NW",2.5,300
5253,2013,10,5,20,238,262,4,30,42,16,1013.9,14,0,"SW",0.8,2100
12099,2014,7,18,2,167,155,2,13,79,26.2,998.1,22.5,0,"ESE",1,2200
34537,2017,2,7,0,26,34,9,30,86,-1.6,1023.5,-16.6,0,"NNE",0.7,1000
7168,2013,12,24,15,276,348,133,157,15,0.5,1027.7,-8.7,0,"ENE",2,5300
10843,2014,5,26,18,28,44,5,36,128,32.2,989.9,3.2,0,"WSW",3.4,400
25239,2016,1,16,14,107,142,45,85,18,-0.1,1012.9,-11.8,0,"SSW",2,2300
13415,2014,9,10,22,64,119,14,100,64,20.3,1010.5,15.3,0,"S",1.2,1200
28514,2016,6,1,1,17,28,7,30,49,20.6,1009,6.2,0,"WSW",0.6,700
16401,2015,1,13,8,120,130,54,81,2,-6.5,1029.4,-10.7,0,"E",1.4,3100
18383,2015,4,5,22,23,50,2,13,68,8.5,1022.7,-11.5,0,"NNW",3.2,300
17333,2015,2,21,4,178,178,8,28,23,1,1012.3,-1.4,0,"WSW",1.7,1600
34699,2017,2,13,18,24,36,6,61,54,9.3,1027.4,-15.3,0,"SE",1.4,600
22153,2015,9,10,0,13,14,4,35,30,19.7,1018.5,12.5,0,"NNE",1.5,500
5036,2013,9,26,19,55,113,10,82,56,16,1006.5,9.9,0,"N",0,800
24638,2015,12,22,13,267,267,50,92,8,1.3,1021.7,-4.8,0,"NE",1.4,1900
9911,2014,4,17,22,159,139,6,59,71,15.6,1008.8,11,0,"W",0.9,2300
19213,2015,5,10,12,36,40,2,50,37,8.7,1008.6,7.8,1.2,"NNE",1.1,900
27707,2016,4,28,10,97,97,8,73,49,21.8,1007.9,6.5,0,"ESE",2.6,1000
30234,2016,8,11,17,79,86,2,23,180,33.5,1001.8,25.5,0,"SSW",2.8,800
33876,2017,1,10,11,3,6,3,15,52,0.95,1028,-19,0,"NW",5.6,300
32115,2016,10,29,2,16,35,2,56,2,1.3,1027.5,-1.1,0,"E",0.6,800
30983,2016,9,11,22,24,36,2,38,57,19.1,1012.5,16.9,0,"ENE",1,800
7065,2013,12,20,8,15,26,30,42,26,-5,1031.9,-14.9,0,"NNE",1.1,700
18514,2015,4,11,9,202,202,40,52,65,13.4,1016.5,6.9,0,"ESE",4,2900
14477,2014,10,25,4,282,282,4,114,2,10.3,1005.3,10.3,0,"ENE",0.7,2600
14981,2014,11,15,4,185,252,45,102,7,3,1026,-7.5,0,"NE",1.1,3200
10866,2014,5,27,17,16,16,2,18,88,31.9,990.1,1.1,0,"NNE",4.2,200
21991,2015,9,3,6,15,19,2,44,11,19.7,1005.9,16.2,0,"SSW",0.8,500
10018,2014,4,22,9,28,63,7,21,70,22.6,1006.3,-0.9,0,"ESE",1.7,200
32580,2016,11,17,11,75,115,41,56,9,6.7,1021.1,-2.5,0,"S",1.3,2100
25840,2016,2,10,15,87,87,46,35,70,9.3,1012.7,-13.2,0,"SE",1.8,2400
23549,2015,11,7,4,29,29,2,47,5,0.4,1024.4,-0.3,0.4,"NE",2.7,800
8110,2014,2,1,21,112,112,38,48,3,2.4,1008.6,0.5,0,"S",1.8,2000
8924,2014,3,7,19,55,108,23,58,34,5.3,1018.3,-17.2,0,"SE",1.7,1000
29368,2016,7,6,15,71,71,5,15,232,33.6,1003.2,15.6,0,"SSE",3.6,500
19366,2015,5,16,21,69,183,22,33,183,24.7,1000.9,10.9,0,"SW",4.9,1100
19277,2015,5,13,4,57,102,2,111,2,10.9,990,9,0,"NNE",0.5,1100
33842,2017,1,9,1,3,16,2,2,71,0.2,1017.4,-12.8,0,"NNW",2.8,200
18443,2015,4,8,10,117,192,27,50,45,10.6,1022.1,-3.9,0,"WSW",3.2,1100
6106,2013,11,10,9,10,22,10,20,43.6968,4.9,1025.4,-21.3,0,"W",1.6,400
26893,2016,3,25,12,4,19,4,10,90,12.3,1025.2,-12.1,0,"N",1.9,300
31531,2016,10,4,18,48,48,3,36,2,14.3,1005.7,13.7,0.1,"ENE",1.8,1300
28464,2016,5,29,23,72,195,11,51,129,24,997.5,10.6,0,"SSW",2.7,1000
25991,2016,2,16,22,3,5,2,9,77,3.3,1022.5,-13.1,0,"N",1.6,200
10920,2014,5,29,23,48,147,10,113,58,23.8,996.3,17.8,0,"NNE",0,300
27681,2016,4,27,8,119,172,12,115,2,14.5,1012.1,5.6,0,"W",1.7,1500
2417,2013,6,9,16,3,12,3,12,47,18,1003.2,16,0.2,"WNW",0.5,300
22139,2015,9,9,10,40,79,3,52,26,23.5,1012.1,16.8,0,"NNE",0.6,800
4243,2013,8,24,18,18,41,8,30,134,30.5,1003.4,14.6,0,"SW",1,600
27407,2016,4,15,22,59,199,10,20,71,18.2,1006.7,6.1,0,"NW",3.8,400
24467,2015,12,15,10,7,7,2,3,74,1.3,1017.2,-16.1,0,"NW",2.9,500
855,2013,4,5,14,18,21,8,15,73,11.7,1009,-4.5,0,"NNW",5.6,500
17102,2015,2,11,13,32,32,28,56,48,9,1010,-17.1,0,"NE",3.7,700
25583,2016,1,30,22,20,24,15,26,54,-4.7,1033.1,-24.9,0,"NNW",2.9,600
10835,2014,5,26,10,23,80,5,56,67,32.8,994.7,2.8,0,"NW",1.3,500
16280,2015,1,8,7,119,155,59,76,2,-6,1027,-14.3,0,"ENE",1.2,3700
12287,2014,7,25,22,58,112,7,42,131,24,998.2,16.3,0,"ESE",1.3,1200
28371,2016,5,26,2,45,59,4,68,2,17.2,1003.3,9.1,0,"NE",0.7,600
29830,2016,7,25,21,46,73,2,59,46,29,998.2,25.6,0,"ENE",1.7,1100
5435,2013,10,13,10,30,36,14,29,52,16,1013.3,9,0,"NNE",1.1,700
4216,2013,8,23,15,5,9,6,22,120,34.8,1001.4,13.6,0,"NE",1.5,400
30277,2016,8,13,12,18,31,2,15,30,28.4,997.4,22.6,0,"NNW",1,600
17233,2015,2,17,0,29,63,14,38,35,3,1014,-11,0,"E",0,1000
3494,2013,7,24,13,20,20,5,23,130,36.9,994.9,13,0,"NNW",3,300
22701,2015,10,2,20,48,143,6,48,64,21.8,1006.6,9,0,"WSW",2.2,700
22742,2015,10,4,13,107,129,15,91,55,22.9,1017.9,12.2,0,"NW",1,1300
22898,2015,10,11,1,3,19,2,17,56,14.8,1011.7,-4,0,"WNW",3.9,300
11640,2014,6,28,23,53,153,2,70,68,25.6,998,16.4,0,"N",0,1000
28725,2016,6,9,20,39,84,3,26,164,30.4,993.9,13.7,0,"NW",3.4,600
24245,2015,12,6,4,113,123,6,73,3,-1.1,1025.6,-5,0,"ENE",1.5,2500
29023,2016,6,22,6,35,35,2,30,32,21.8,994.6,19,0,"E",2,500
24658,2015,12,23,9,266,324,10,93,3,-3.3,1017.9,-4,0,"WNW",0.8,7000
4831,2013,9,18,6,124,65,1,66,4,19.9,1016.2,19.9,0.2,"ENE",1,3100
9297,2014,3,23,8,104,168,22,42,34,11.4,1017.6,-5.2,0,"S",1,1400
15865,2014,12,22,0,76,128,33,69,11,-4,1018,-18.3,0,"W",1,2200
28935,2016,6,18,14,42,61,8,19,202,32.3,1000,14.9,0,"S",3.3,700
24900,2016,1,2,11,228,228,54,142,5,2.1,1016.9,-5.1,0,"ESE",1,4500
27859,2016,5,4,18,40,53,6,46,140,26.6,997.7,0.3,0,"SW",2.6,600
12958,2014,8,22,21,49,65,2,45,60,25.1,998,18.8,0,"WNW",1.3,700
30295,2016,8,14,6,16,29,2,62,2,23.8,1001.9,18.2,0,"ENE",1.3,600
22555,2015,9,26,18,47,98,14,31,152,24.7,1007.7,9.8,0,"SW",2.4,700
4710,2013,9,13,5,27,38,2,33,51,18.3,1003.6,17.7,0,"E",1.6,500
2573,2013,6,16,4,138,161,33,66,63,22.4,999.3,17.1,0,"NNE",1.1,1200
10383,2014,5,7,14,21,41,3,8,109,25.9,996.7,-6.9,0,"NW",4.6,100
6333,2013,11,19,20,54,70,24,64,4.0698,1,1014.6,-11.8,0,"N",1,1200
3053,2013,7,6,4,55,117,12,125,13,23.9,997.2,21.4,0,"ENE",1.1,1000
11811,2014,7,6,2,202,213,2,42,81,25.8,996.5,22.3,0,"E",1.2,2000
27952,2016,5,8,15,72,72,13,14,151,26.2,1005.4,8.7,0,"SSW",3.9,600
25550,2016,1,29,13,54,64,44,47,38,-2.9,1031.1,-18.5,0,"SSW",2.7,1800
9298,2014,3,23,9,106,181,35,84,23,13.6,1017.8,-5.1,0,"ESE",1.5,1900
27742,2016,4,29,21,199,257,15,68,136,20.6,995.5,11.8,0,"N",0.6,1600
25482,2016,1,26,17,23,41,19,31,52,0.7,1023,-21.6,0,"WNW",2.8,400
11288,2014,6,14,7,20,25,2,37,45,22.3,1002.9,19.3,0,"NE",0.8,500
28562,2016,6,3,1,73,73,2,33,101,20.8,997.9,8.4,0,"NE",1.1,700
9417,2014,3,28,8,148,159,22,78,8,13.8,1004.3,11,0,"NNE",1.4,1900
25554,2016,1,29,17,44,54,32,44,32,-3.4,1029.2,-19.3,0,"SE",1.9,1500
27238,2016,4,8,21,67,193,17,44,86,20.1,1005.3,-1.7,0,"WSW",4.4,600
8856,2014,3,4,23,10,5,50,24,54,0.6,1020.9,-20.4,0,"NW",1.5,300
22755,2015,10,5,2,159,164,4,133,2,13.7,1016.8,12.9,0,"E",0.9,1400
1500,2013,5,2,11,96,121,42,41,89,21.3,1003.5,2,0,"SE",3.8,1300
1691,2013,5,10,10,10,23,3,5,82,26.7,993.3,-2.1,0,"ENE",4.5,200
28228,2016,5,20,3,98,144,13,85,35,16,1007.1,10.3,0,"NW",1.1,1000
24860,2015,12,31,19,98,148,28,119,7,-1.4,1026.3,-8.6,0,"E",1,2600
26334,2016,3,2,5,191,191,47,112,4,-1.7,1013.2,-7.6,0,"ESE",0.8,3800
945,2013,4,9,8,11,25,4,13,86,7.7,1012,-10.6,0,"NW",5.1,300
8247,2014,2,7,14,82,59,29,42,40,-3.3,1020.6,-6.3,0,"ESE",2.9,1000
2608,2013,6,17,15,14,25,7,22,186,30.3,996.1,14.4,0,"SSE",2,800
4297,2013,8,27,0,60,86,14,54,32,24.8,1002.7,20.9,0,"SE",2.3,800
26359,2016,3,3,6,148,166,24,77,8,1.9,1004.4,-4.2,0,"NNW",0.8,3100
7399,2014,1,3,6,66,98,47,76,3,1.4,1012.8,-12.8,0,"N",1.8,1800
29624,2016,7,17,7,52,76,5,69,11,23,1003.3,18.1,0,"NNE",1.3,1200
8604,2014,2,22,11,238,267,96,75,6,3.5,1021.3,-4.2,0,"NNE",0.8,500
21578,2015,8,17,1,78,136,5,34,67,25,1001.3,21.1,0,"N",0.9,1100
34491,2017,2,5,2,17,17,7,39,29,0.9,1016.1,-10.6,0,"NW",0.6,500
31271,2016,9,23,22,118,118,2,17,94,23.125,1002.25,17.7,0,"SE",1.1,700
27595,2016,4,23,18,35,72,4,18,100,19.9,1008.3,-9.4,0,"SW",2.5,300
30575,2016,8,25,22,9,10,2,22,45,22.4,1007.5,7.4,0,"NNE",2.8,700
11292,2014,6,14,11,29,29,3,42,108,28.4,1002.7,17.3,0,"ESE",1.7,600
929,2013,4,8,16,23,247,3,8,94,11.3,1009.1,-14.5,0,"WNW",7.3,300
24280,2015,12,7,15,142,142,50,73,27,3.3,1022.4,-3.3,0,"ESE",1.1,2400
9958,2014,4,19,21,68,76,10,48,63,10.9,1014.4,4.4,0,"WSW",1.1,700
23922,2015,11,22,17,43,43,4,46,18,-2.8,1026.4,-4.1,0.5,"ENE",1.5,1000
20816,2015,7,16,7,42,55,2,16,100,20.7,1004.6,19.2,1.9,"NW",2.1,1000
18203,2015,3,29,10,56,165,13,89,11,16.9,1009.9,-0.4,0,"ENE",1.2,1000
25796,2016,2,8,19,12,29,13,32,60,5.3,1012.8,-14.8,0,"ENE",1.2,500
20642,2015,7,9,1,59,89,9,32,88,26.5,1003.2,15.8,0,"E",2.2,600
22716,2015,10,3,11,29,66,9,39,48,21.5,1017.6,6.2,0,"SSW",2,800
18314,2015,4,3,1,13,13,3,30,82,10.2,1002.5,3.2,0,"ENE",1,500
22127,2015,9,8,22,72,107,11,61,121,21.3,1012.6,16.9,0,"NE",0.3,1200
24312,2015,12,8,23,279,279,27,88,6,1,1024.6,0.7,0,"ENE",1.3,4700
2617,2013,6,18,0,53,88,12,111,43,23.2,994,18.7,0,"W",0.4,700
27227,2016,4,8,10,3,36,2,5,68,18.1,1007,-18.3,0,"WSW",3.5,300
32180,2016,10,31,19,10,30,5,38,25,4.4,1032.2,-15.5,0,"WNW",2.1,400
7978,2014,1,27,9,111,157,106,91,1,0.3,1010.8,-8.2,0,"NE",1.4,2600
22594,2015,9,28,9,44,44,2,53,19,17.5,1015.6,16,0.8,"WSW",0.9,600
24612,2015,12,21,11,249,249,51,115,4,0.8,1023.1,-4.1,0,"WNW",1,5000
13949,2014,10,3,4,23,23,2,15,10,10.2,1008.9,9.4,0,"NNW",0.6,600
8609,2014,2,22,16,351,351,104,95,8,4.7,1019.7,-4.3,0,"W",1.1,3400
21125,2015,7,29,4,72,72,2,39,34,25.7,996.5,22.8,0,"NW",2.3,800
23458,2015,11,3,9,165,243,14,97,3,7.9,1020.2,4.3,0,"E",1.1,2900
14965,2014,11,14,12,3,5,9,21,55,10.6,1016,-14.2,0,"ESE",1.6,200
12156,2014,7,20,11,69,105,2,25,110,33.3,997.4,26.1,0,"SSE",2.5,600
33827,2017,1,8,10,20,20,11,38,35,2.8,1019.6,-10.1,0,"NW",3.6,600
34910,2017,2,22,13,130,130,14,59,32,2.7,1012.2,-3.2,0,"ESE",1.2,1600
17323,2015,2,20,18,146,146,12,54,4,0.5,1015.6,0.4,0,"SW",1.5,1900
21485,2015,8,13,4,126,146,2,27,20,25.3,1001.6,21.6,0,"NE",0.9,700
27578,2016,4,23,1,12,22,2,9,66,16.4,1004.2,-16.6,0,"N",4.2,500
11750,2014,7,3,13,195,195,38,57,102,30.3,994.2,24,0,"SSE",1.4,1200
9682,2014,4,8,9,178,204,27,44,65,17.5,1006.6,4.4,0,"S",1.4,1200
22646,2015,9,30,13,45,45,3,54,38,19.3,1015.1,12.3,0,"SSE",1.8,700
24815,2015,12,29,22,289,354,13,129,3,-3.1,1019.1,-7.1,0,"NW",0.8,5700
642,2013,3,27,17,3,6,10,35,86,14.5,1005.5,-12.7,0,"NE",3.9,400
13891,2014,9,30,18,26,50,5,33,43,13.1,1018.8,1.1,0,"SE",1.3,300
19362,2015,5,16,17,49,106,9,21,196,27.9,1000.9,4.2,0,"SW",5.5,600
13028,2014,8,25,19,11,63,2,21,132,27.3,1007.1,10.5,0,"SSW",1.1,1200
22807,2015,10,7,6,234,234,7,29,44,16,1005.3,14.7,0,"NNW",1.2,1700
12537,2014,8,5,8,9,9,2,49,13,24.9,1001.6,19,0,"NE",0.7,700
34104,2017,1,19,23,3,5,3,7,71,-7.875,1034,-24.6,0,"NW",2.8,400
30324,2016,8,15,11,14,14,2,2,74,24.9,1006.1,17.6,0,"WNW",2.3,900
12765,2014,8,14,20,25,25,2,37,114,22.5,1000.6,17,0,"WNW",0.6,900
33203,2016,12,13,10,115,120,22,65,10,1.6,1023,-12.2,0,"SW",1.6,2400
4654,2013,9,10,21,23,43,4,51,10,18.4,1005.1,10,0,"N",0.9,500
30756,2016,9,2,11,19,19,2,17,40,27.1,998.3,13.4,0,"E",1.2,400
33613,2016,12,30,12,108,139,39,75,16,-1.4,1020,-13.3,0,"SSW",1.5,2200
30146,2016,8,8,1,23,59,2,35,38,25,1002.7,21.5,0,"SSE",1.1,600
4171,2013,8,21,18,62,72,26,14,178,28.4,1002.5,17.9,0,"ESE",0.8,800
1436,2013,4,29,19,22,71,3,23,103,24.1,1006.3,-8.2,0,"NNW",1.9,400
21195,2015,8,1,2,41,41,2,21,24,23.7,998.3,22.3,0,"WNW",1.2,800
20362,2015,6,27,9,94,95,5,66,23,23.2,1001.3,20,0,"E",1.2,1200
34452,2017,2,3,11,72,72,20,30,44,0.9,1021.3,-16.5,0,"NNE",1.2,1400
2539,2013,6,14,18,187,219,3,41,295,28.9,1002.8,20.6,0,"SSE",2.1,1500
13714,2014,9,23,9,47,47,4,58,6,18,1013.4,18,0.4,"ENE",1.7,1200
13481,2014,9,13,16,45,58,10,16,181,26.8,1008.5,12.4,0,"SW",3.4,500
15677,2014,12,14,4,48,64,32,53,11,-5.1,1019,-17.6,0,"N",0.6,1500
15702,2014,12,15,5,134,168,54,103,7,-4.1,1025,-15.4,0,"WSW",1.1,2700
19024,2015,5,2,15,39,58,2,16,148,24,1004.2,12,0,"SSW",2.4,500
21348,2015,8,7,11,130,134,4,48,78,27.7,1008.8,22.9,0,"E",1.9,1400
16282,2015,1,8,9,165,200,54,92,2,-6,1029,-14.1,0,"NE",1,4400
32279,2016,11,4,22,241,245,3,125,2,6.4,1002.3,5.7,0,"WSW",0.8,3500
858,2013,4,5,17,13,29,10,8,87,10.4,1015.2,-7.8,0,"NNW",6.5,300
30418,2016,8,19,9,13,21,2,29,28,27.2,1000.4,21,0,"NNE",1.4,1100
14064,2014,10,7,23,154,154,3,25,58,12.6,1010.5,8.7,0,"N",1.2,1000
5772,2013,10,27,11,172,250,22,95,8.9964,14.4,1010.6,2,0,"NE",1.2,1700
63,2013,3,3,14,99,114,48,78,33,15.9,1013,-12.5,0,"W",3.4,1399
